,Product,Energy_Content_MJ_per_unit,Energy_Input_for_production
266,"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000233372603016369,0.0
267,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00599605412565915,0.0
268,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",2.65496800609778e-07,0.0
269,Dummy_BF Gas Sludge,,0.0
270,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",3.60367507958812,0.0
271,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.669582414110308,0.0
272,"Electricity Mix, consumption mix, at consumer, AC, 230V",5.2418551167534e-07,0.0
273,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.00671530418704589,0.0
274,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",2.26346145993527e-08,0.0
275,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.0068438440659638,0.0
276,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.00352133693335103,0.0
277,"Heat, consumption mix, at consumer, residential heating systems from natural gas, condensing boiler, max. heat output 14,9 kW, at a temperature level of 55°C",0.00611110997319366,0.0
278,"Heat, consumption mix, at consumer, residential heating systems from light fuel oil (low sulphur), condensing boiler, max. heat output 14,9   kW, at a temperature level of 55°C",3.19848953029354e-12,0.0
279,"Benzene, production mix, at plant, technology mix, from pyrolysis gasoline, reformate and toluene dealkylation, liquid",0.118762036728607,0.0
280,"Rail transport, technology mix, diesel driven, cargo",0.000388922004410758,0.0
281,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.0759748729624523,0.0
282,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",3.06808405623427e-05,0.0
283,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",6.69308526774363e-06,0.0
284,"Electricity grid mix, consumption mix, at consumer, AC, 230V",5.97374671696381e-06,0.0
285,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.102905889376151,0.0
286,"Oxygen, production mix, at plant, via cryogenic air separation, gaseous",0.449154843880505,0.0
287,"Electricity Mix, consumption mix, at consumer, AC, 230V",0.0109037221822898,0.0
288,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.21468103108954,0.0
289,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000226906369972127,0.0
290,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",0.000211735041576224,0.0
291,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",0.00352133446112923,0.0
292,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",5.19608198565841e-06,0.0
293,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.000333892984685987,0.0
294,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00320419392598234,0.0
295,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000565142815102109,0.0
296,"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",1.1904635485949,0.0
297,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.000427111352528967,0.0
298,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",7.57759879175688e-05,0.0
299,"Electricity Mix, consumption mix, at consumer, AC, 230V",0.912143778694783,0.0
300,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000125647589230161,0.0
301,"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00104983457868224,0.0
302,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00177886234413997,0.0
303,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000198128158683877,0.0
304,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",3.0759377936777,0.0
305,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.668551078706373,0.0
306,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",4.54923790976021,0.0
307,"Propene (Propylene), production mix, at plant, from steam cracking, gaseous",1.96808683304605e-09,0.0
308,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",1.19677338807873,0.0
309,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",0.238053778630309,0.0
310,"Electricity grid mix, consumption mix, at consumer, AC, 230V",4.75473472006713e-05,0.0
311,"Electricity Mix, consumption mix, at consumer, AC, 115-220V",0.555669930745012,0.0
312,"Electricity Mix, consumption mix, at consumer, AC, 230V",0.198140644555897,0.0
313,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00404479136590692,0.0
314,"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",2.65931229022177e-05,0.0
315,"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00169125089303868,0.0
316,"Gasoline mix (regular) at refinery, production mix, at refinery, from crude oil and bio components, fuel supply, 10 ppm sulphur, 5.75 wt.% bio components",0.000944563320183645,0.0
317,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",0.00259851008646715,0.0
318,"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00243594756371293,0.0
319,"Electricity grid mix, consumption mix, at consumer, AC, 230V",4.69483833845609,0.0
320,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",1.37907327831054e-06,0.0
321,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",1.92009015497268e-07,0.0
322,"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",2.18979674999047e-05,0.0
323,"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",0.00269682916815488,0.0
324,"Electricity Mix, consumption mix, at consumer, AC, 230V",2.91155821997193e-05,0.0
325,"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",1.86590846113852e-06,0.0
326,"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",5.43282109636565e-06,0.0
327,"Electricity Mix, consumption mix, at consumer, AC, 220V",0.828669625324766,0.0
328,"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.000445829189507457,0.0
329,"Electricity Mix, consumption mix, at consumer, AC, 220V",0.00121255761970724,0.0
330,"Electricity from wind power, production mix, at power plant, AC, < 1kV",0.0174804394083354,0.0
331,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.25396674193701,0.0
332,"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",0.00198377078933735,0.0
333,"Electricity grid mix, consumption mix, at consumer, AC, 230V",0.154058347238849,0.0
